BGIBMGA008184	XP_012543771.1
BGIBMGA008861	NP_001040443.1
BGIBMGA014253	XP_012545181.1
BGIBMGA007821	XP_012547997.1
BGIBMGA009206	XP_004922687.1
BGIBMGA004587	XP_012553191.1
BGIBMGA001235	NP_001166803.1
BGIBMGA001579	XP_004929717.1
BGIBMGA002704	XP_004932390.1
BGIBMGA003702	XP_012549107.1
BGIBMGA011320	XP_004930805.1
BGIBMGA010176	XP_012550308.1
BGIBMGA012221	XP_004927448.1
BGIBMGA007756	XP_012547854.1
BGIBMGA003885	NP_001103822.1
BGIBMGA002235	XP_012546820.1
BGIBMGA007992	XP_012552720.1
BGIBMGA013428	XP_004923639.1
BGIBMGA005498	XP_004932211.1
BGIBMGA009812	XP_004927376.1
BGIBMGA010280	XP_012550291.1
BGIBMGA008835	XP_004926658.1
BGIBMGA011631	XP_004931583.2
BGIBMGA009499	NP_001127725.1
BGIBMGA013499	XP_004926246.1
BGIBMGA001391	XP_012548852.1
BGIBMGA012657	NP_001166705.1
BGIBMGA002825	XP_004921669.1
BGIBMGA002334	XP_004922094.1
BGIBMGA000565	XP_004929823.2
BGIBMGA012801	XP_004928971.1
BGIBMGA014243	XP_012545189.1
BGIBMGA006447	XP_012549551.1
BGIBMGA004596	XP_004923504.1
BGIBMGA012188	XP_004925143.1
BGIBMGA009604	XP_012545945.1
BGIBMGA012189	XP_004925145.2
BGIBMGA007995	XP_012550280.1
BGIBMGA010611	XP_012545304.1
BGIBMGA011823	XP_012550493.1
BGIBMGA004873	XP_004923389.1
BGIBMGA006918	NP_001040248.1
BGIBMGA004334	XP_004925366.2
BGIBMGA004332	XP_004925336.1
BGIBMGA007907	XP_012547930.1
BGIBMGA011406	XP_012549791.1
BGIBMGA011812	NP_001037552.1
BGIBMGA007973	XP_004928708.1
BGIBMGA002528	XP_012550154.1
BGIBMGA001736	XP_004922177.2
BGIBMGA006017	XP_004929185.1
BGIBMGA014266	XP_004925399.1
BGIBMGA010793	XP_012551639.1
BGIBMGA004992	XP_004924560.1
BGIBMGA004585	NP_001037309.1
BGIBMGA006524	XP_012549691.1
BGIBMGA013061	XP_004928972.1
BGIBMGA010325	XP_004926548.1
BGIBMGA012862	XP_012548095.1
BGIBMGA007861	XP_004928770.1
BGIBMGA007317	XP_012547024.1
BGIBMGA003488	XP_004930171.1
BGIBMGA013135	XP_004926883.1
BGIBMGA011793	XP_004931512.1
BGIBMGA005851	XP_012546443.1
BGIBMGA011439	XP_012551336.1
BGIBMGA008757	XP_012546303.1
BGIBMGA005532	XP_004922061.2
BGIBMGA007431	XP_004923972.1
BGIBMGA008384	XP_012547516.1
BGIBMGA008559	XP_012547671.1
BGIBMGA001563	XP_012548782.1
BGIBMGA009070	XP_012544313.1
BGIBMGA004429	XP_012550380.1
BGIBMGA004428	XP_012550380.1
BGIBMGA012401	XP_012546963.1
BGIBMGA003217	XP_004925035.1
BGIBMGA012864	NP_001243949.1
BGIBMGA006099	XP_012548512.1
BGIBMGA001254	XP_012547340.1
BGIBMGA014395	XP_004925906.1
BGIBMGA001045	XP_012547140.1
BGIBMGA002859	XP_012553041.1
BGIBMGA010825	XP_012551708.1
BGIBMGA008218	XP_012546376.1
BGIBMGA012215	XP_012546886.1
BGIBMGA012837	XP_004928922.1
BGIBMGA001325	NP_001036945.1
BGIBMGA002995	XP_004930967.1
BGIBMGA010324	XP_012546144.1
BGIBMGA014044	XP_012547015.1
BGIBMGA005869	XP_004926935.1
BGIBMGA001679	XP_004922196.1
BGIBMGA010265	XP_012550300.1
BGIBMGA001398	XP_012548865.1
BGIBMGA002249	XP_004922133.2
BGIBMGA009632	XP_004933652.1
BGIBMGA008296	XP_004928354.1
BGIBMGA010601	XP_004927689.2
BGIBMGA010374	XP_012548660.1
BGIBMGA000018	NP_001093310.1
BGIBMGA003796	XP_012545545.1
BGIBMGA002780	XP_012552145.1
BGIBMGA010760	XP_004933088.1
BGIBMGA002786	XP_004921624.1
BGIBMGA003562	NP_001093287.1
BGIBMGA013027	XP_012548274.1
BGIBMGA004830	XP_004923345.1
BGIBMGA013625	XP_004925265.1
BGIBMGA013515	XP_004926255.1
BGIBMGA012648	XP_004927001.1
BGIBMGA008807	XP_012546590.1
BGIBMGA009704	XP_012551823.1
BGIBMGA002040	XP_004933305.1
BGIBMGA000003	XP_012545777.1
BGIBMGA004563	XP_012553199.1
BGIBMGA003077	XP_004931030.1
BGIBMGA014066	XP_012552160.1
BGIBMGA004674	XP_012546663.1
BGIBMGA009633	XP_004933650.1
BGIBMGA007047	NP_001171333.1
BGIBMGA010651	XP_004925529.1
BGIBMGA010650	XP_004925526.1
BGIBMGA003522	NP_001040172.1
BGIBMGA014256	XP_012545180.1
BGIBMGA012530	XP_004925222.2
BGIBMGA000118	XP_004923113.1
BGIBMGA003856	XP_004924956.1
BGIBMGA000093	NP_001108346.1
BGIBMGA004923	XP_012544424.1
BGIBMGA009915	XP_012553431.1
BGIBMGA014412	XP_004927638.1
BGIBMGA012440	XP_004925623.1
BGIBMGA011155	XP_012545660.1
BGIBMGA004122	XP_012549506.1
BGIBMGA006669	XP_012549380.1
BGIBMGA007887	XP_012547750.1
BGIBMGA000150	XP_004923155.1
BGIBMGA012236	XP_004933226.1
BGIBMGA008637	XP_012546567.1
BGIBMGA009669	XP_004933294.1
BGIBMGA011163	XP_012545662.1
BGIBMGA011988	XP_004924190.1
BGIBMGA008326	XP_004928319.2
BGIBMGA010175	XP_012552642.1
BGIBMGA007538	XP_004924691.2
BGIBMGA005174	XP_012545071.1
BGIBMGA009091	XP_012544337.1
BGIBMGA001094	XP_012548443.1
BGIBMGA005557	NP_001040309.1
BGIBMGA006361	NP_001127749.1
BGIBMGA000009	XP_004926117.1
BGIBMGA012327	XP_012551732.1
BGIBMGA007873	XP_004928588.1
BGIBMGA014558	XP_012552330.1
BGIBMGA005765	XP_004923880.1
BGIBMGA010481	XP_004929407.1
BGIBMGA004012	XP_004922415.1
BGIBMGA004453	XP_012551043.1
BGIBMGA003985	NP_001037003.1
BGIBMGA010319	XP_004926551.1
BGIBMGA005337	XP_012551021.1
BGIBMGA012984	XP_012548215.1
BGIBMGA013639	XP_012545072.1
BGIBMGA005123	XP_004921801.1
BGIBMGA006854	XP_012544705.1
BGIBMGA012846	XP_004928904.1
BGIBMGA014336	XP_012547092.1
BGIBMGA002237	XP_004922102.1
BGIBMGA004210	XP_004924258.1
BGIBMGA006651	XP_012549451.1
BGIBMGA010383	XP_012548583.1
BGIBMGA007000	XP_004932542.1
BGIBMGA003621	XP_012549210.1
BGIBMGA007500	XP_012544492.1
BGIBMGA011892	XP_012544128.1
BGIBMGA008536	XP_004928435.1
BGIBMGA012299	XP_012551802.1
BGIBMGA003650	XP_004930281.2
BGIBMGA009800	XP_004933320.1
BGIBMGA000578	XP_012548953.1
BGIBMGA010493	XP_004929394.1
BGIBMGA005837	XP_012548659.1
BGIBMGA009413	XP_004925430.1
BGIBMGA000672	XP_004929851.1
BGIBMGA008375	XP_012547473.1
BGIBMGA006552	XP_012549465.1
BGIBMGA000934	XP_012547188.1
BGIBMGA013403	XP_012553351.1
BGIBMGA003010	XP_012550006.1
BGIBMGA004616	XP_012546489.1
BGIBMGA008044	XP_004922884.1
BGIBMGA003121	XP_012550070.1
BGIBMGA010445	XP_004929437.1
BGIBMGA010703	XP_004933072.1
BGIBMGA011463	XP_012551340.1
BGIBMGA014123	XP_004925171.1
BGIBMGA013781	XP_004923446.1
BGIBMGA012507	XP_004924043.1
BGIBMGA004318	XP_012545145.1
BGIBMGA003539	XP_004930077.1
BGIBMGA006340	XP_012548928.1
BGIBMGA010065	XP_004923292.1
BGIBMGA009885	XP_004923655.1
BGIBMGA001790	XP_012547680.1
BGIBMGA007285	XP_004925862.1
BGIBMGA004570	XP_004923491.1
BGIBMGA014247	XP_004925371.1
BGIBMGA004631	NP_001040144.1
BGIBMGA012318	XP_004933204.1
BGIBMGA010873	XP_004924275.1
BGIBMGA006979	XP_004932619.1
BGIBMGA011035	XP_012546694.1
BGIBMGA007760	XP_004928471.1
BGIBMGA007275	XP_004925857.1
BGIBMGA002106	XP_012551500.1
BGIBMGA011603	XP_012550501.1
BGIBMGA002058	XP_004932780.1
BGIBMGA008115	XP_012546980.1
BGIBMGA005431	XP_004932267.1
BGIBMGA012282	XP_012551775.1
BGIBMGA000047	XP_004926118.1
BGIBMGA013592	XP_004925293.1
BGIBMGA010226	XP_012550361.1
BGIBMGA002023	XP_012551462.1
BGIBMGA000401	XP_012550738.1
BGIBMGA008456	XP_012547476.1
BGIBMGA013008	XP_012548162.1
BGIBMGA000254	NP_001166648.1
BGIBMGA010558	XP_012548704.1
BGIBMGA006768	NP_001091784.1
BGIBMGA008477	XP_004928241.1
BGIBMGA000085	XP_004923733.2
BGIBMGA002330	NP_001040304.1
BGIBMGA005681	XP_004922009.1
BGIBMGA001144	XP_012547431.1
BGIBMGA009745	XP_012551850.1
BGIBMGA001990	XP_004932893.1
BGIBMGA002309	NP_001040261.1
BGIBMGA014187	XP_004926168.1
BGIBMGA000588	XP_012548990.1
BGIBMGA012206	XP_004925134.1
BGIBMGA013328	NP_001182009.1
BGIBMGA007646	NP_001243912.1
BGIBMGA007988	XP_004922937.1
BGIBMGA004109	XP_004922414.2
BGIBMGA007052	XP_012551668.1
BGIBMGA011830	XP_012550534.1
BGIBMGA003976	XP_012549743.1
BGIBMGA013648	NP_001155189.1
BGIBMGA008959	NP_001124377.1
BGIBMGA005144	XP_012545003.1
BGIBMGA014234	XP_012545031.1
BGIBMGA006765	NP_001166848.1
BGIBMGA007997	XP_004922934.1
BGIBMGA010737	XP_012551640.1
BGIBMGA013429	XP_012546196.1
BGIBMGA000748	XP_012548936.1
BGIBMGA001099	XP_004927744.1
BGIBMGA009568	XP_012547022.1
BGIBMGA001696	XP_012547436.1
BGIBMGA013653	XP_004927379.1
BGIBMGA004928	XP_012544458.1
BGIBMGA004128	XP_012549993.1
BGIBMGA007009	XP_012551262.1
BGIBMGA003428	XP_004923047.1
BGIBMGA011687	XP_004931499.1
BGIBMGA007891	XP_004928615.1
BGIBMGA014483	XP_004933701.1
BGIBMGA002509	XP_012550189.1
BGIBMGA001215	XP_004927880.1
BGIBMGA009298	XP_012551594.1
BGIBMGA008301	XP_004928349.1
BGIBMGA002971	XP_004930995.1
BGIBMGA001237	XP_004927911.1
BGIBMGA009768	XP_012551860.1
BGIBMGA009649	XP_012551882.1
BGIBMGA003545	XP_004930064.1
BGIBMGA008970	XP_012550554.1
BGIBMGA014197	XP_004926202.1
BGIBMGA005025	XP_004921913.2
BGIBMGA004151	XP_004924250.1
BGIBMGA007469	NP_001037538.1
BGIBMGA002218	XP_004926846.2
BGIBMGA008180	XP_004923730.1
BGIBMGA011971	NP_001121790.1
BGIBMGA009960	XP_012546065.1
BGIBMGA005007	XP_012544938.1
BGIBMGA001373	XP_012546326.1
BGIBMGA006598	NP_001166616.1
BGIBMGA010525	XP_004929444.1
BGIBMGA001675	XP_012548400.1
BGIBMGA004559	XP_004923520.1
BGIBMGA011941	XP_012544155.1
BGIBMGA012852	XP_012548072.1
BGIBMGA009561	XP_004927346.1
BGIBMGA009356	XP_012543862.1
BGIBMGA009407	XP_004925416.1
BGIBMGA008258	XP_012545650.1
BGIBMGA004369	XP_004922591.2
BGIBMGA001577	XP_004929714.1
BGIBMGA012160	XP_012544975.1
BGIBMGA010435	XP_004929443.1
BGIBMGA006393	XP_012549584.1
BGIBMGA007532	XP_012544522.1
BGIBMGA011575	XP_004932686.1
BGIBMGA011839	XP_012550490.1
BGIBMGA011577	XP_012551386.1
BGIBMGA013921	XP_004933536.1
BGIBMGA003799	XP_012545557.1
BGIBMGA000337	NP_001166718.1
BGIBMGA007292	XP_004925905.1
BGIBMGA011896	XP_012544127.1
BGIBMGA004427	XP_004922519.1
BGIBMGA006666	XP_012549381.1
BGIBMGA010782	XP_004933007.1
BGIBMGA007055	XP_004932462.1
BGIBMGA008817	XP_012546229.1
BGIBMGA009183	XP_004927331.1
BGIBMGA010009	XP_012553052.1
BGIBMGA003274	XP_012544891.1
BGIBMGA002462	XP_004931117.1
BGIBMGA005466	XP_004932148.1
BGIBMGA002189	XP_012544365.1
BGIBMGA003268	XP_012544871.1
BGIBMGA014025	XP_004933847.1
BGIBMGA014218	XP_004933631.1
BGIBMGA008371	XP_004928204.1
BGIBMGA000709	XP_004929899.1
BGIBMGA005923	XP_012548438.1
BGIBMGA005470	XP_012550977.1
BGIBMGA008383	XP_004928385.1
BGIBMGA011416	NP_001037255.1
BGIBMGA002846	XP_012551475.1
BGIBMGA014242	XP_004925374.1
BGIBMGA000529	XP_012548893.1
BGIBMGA010850	XP_004924336.2
BGIBMGA001768	XP_012547472.1
BGIBMGA005433	XP_012551004.1
BGIBMGA005038	XP_004921859.1
BGIBMGA000158	NP_001177919.1
BGIBMGA001147	XP_004928028.2
BGIBMGA009734	XP_012551912.1
BGIBMGA014037	XP_004933727.1
BGIBMGA007519	XP_012544504.1
BGIBMGA011864	XP_012550401.1
BGIBMGA010889	XP_012544230.1
BGIBMGA001718	XP_012543942.1
BGIBMGA001515	XP_004929641.1
BGIBMGA006202	XP_012548358.1
BGIBMGA007976	XP_004928710.1
BGIBMGA009937	XP_012546638.1
BGIBMGA011654	XP_004931543.1
BGIBMGA000035	XP_004926101.1
BGIBMGA004200	XP_004924270.2
BGIBMGA010736	XP_012551640.1
BGIBMGA005885	XP_012544563.1
BGIBMGA005305	XP_004932226.1
BGIBMGA006126	XP_012548419.1
BGIBMGA013416	XP_004923608.2
BGIBMGA012025	XP_004932954.1
BGIBMGA000125	XP_004923125.1
BGIBMGA012139	XP_012545000.1
BGIBMGA006789	XP_004930470.1
BGIBMGA004414	XP_012550678.1
BGIBMGA008127	XP_004923749.2
BGIBMGA012592	NP_001040472.1
BGIBMGA002578	XP_004932398.1
BGIBMGA004768	XP_012544068.1
BGIBMGA008035	XP_004922880.1
BGIBMGA005044	XP_004921852.1
BGIBMGA006192	XP_004929255.1
BGIBMGA003448	XP_012549346.1
BGIBMGA002942	XP_004921650.1
BGIBMGA004895	XP_004927217.1
BGIBMGA014072	XP_012547082.1
BGIBMGA013927	XP_004933590.2
BGIBMGA002839	XP_012552281.1
BGIBMGA012059	XP_004932911.1
BGIBMGA003982	XP_012549534.1
BGIBMGA005213	XP_012547548.1
BGIBMGA002315	XP_004922089.1
BGIBMGA001614	XP_012547553.1
BGIBMGA008918	XP_004931719.1
BGIBMGA010063	XP_004923290.1
BGIBMGA009819	XP_004927371.1
BGIBMGA010937	XP_012544585.1
BGIBMGA001983	NP_001037530.1
BGIBMGA010500	NP_001166749.1
BGIBMGA004647	XP_012546867.1
BGIBMGA001281	XP_012547161.1
BGIBMGA012117	XP_004932938.1
BGIBMGA008464	XP_012547521.1
BGIBMGA000302	XP_012550736.1
BGIBMGA004738	XP_004924095.1
BGIBMGA012573	XP_004925224.2
BGIBMGA012949	XP_012548112.1
BGIBMGA004691	XP_004926518.1
BGIBMGA001999	XP_004932847.1
BGIBMGA014179	XP_004926155.1
BGIBMGA010596	XP_012546713.1
BGIBMGA005639	XP_004921973.1
BGIBMGA000851	XP_004927977.1
BGIBMGA005686	XP_012545762.1
BGIBMGA009824	XP_012553426.1
BGIBMGA013278	XP_012552165.1
BGIBMGA002876	XP_012547116.1
BGIBMGA002718	XP_004932407.1
BGIBMGA003643	NP_001040103.1
BGIBMGA009222	XP_012551543.1
BGIBMGA000433	NP_001166657.1
BGIBMGA008704	XP_012545514.1
BGIBMGA013744	XP_004923468.1
BGIBMGA013477	XP_004926609.1
BGIBMGA011375	XP_004930753.1
BGIBMGA006900	XP_012553000.1
BGIBMGA008026	XP_004922886.1
BGIBMGA005520	XP_004932310.1
BGIBMGA003528	XP_004930100.1
BGIBMGA003042	XP_012550023.1
BGIBMGA003040	XP_004930894.1
BGIBMGA000528	XP_012548918.1
BGIBMGA005926	XP_004929302.1
BGIBMGA008024	XP_012552744.1
BGIBMGA003301	NP_001040303.1
BGIBMGA000744	XP_012548936.1
BGIBMGA004528	XP_004926080.2
BGIBMGA003846	XP_012544791.1
BGIBMGA004791	XP_012553116.1
BGIBMGA009653	XP_012551878.1
BGIBMGA014159	XP_012545802.1
BGIBMGA000214	XP_012552244.1
BGIBMGA014263	XP_012546980.1
BGIBMGA001431	XP_004929660.1
BGIBMGA008377	XP_012547562.1
BGIBMGA012501	XP_004924032.1
BGIBMGA012175	XP_012545001.1
BGIBMGA007724	XP_004928518.1
BGIBMGA007678	XP_004928625.1
BGIBMGA006318	XP_012553290.1
BGIBMGA012627	XP_012545850.1
BGIBMGA011246	XP_004930738.1
BGIBMGA004251	XP_012546748.1
BGIBMGA002597	XP_004932386.1
BGIBMGA002066	XP_012551507.1
BGIBMGA014014	XP_004933576.1
BGIBMGA009485	XP_012552589.1
BGIBMGA004074	NP_001166785.1
BGIBMGA006944	XP_004923223.1
BGIBMGA003513	XP_004930132.1
BGIBMGA010635	XP_004925533.1
BGIBMGA008360	XP_004928227.1
BGIBMGA002276	NP_001108459.1
BGIBMGA010902	XP_004924303.1
BGIBMGA003901	XP_012547002.1
BGIBMGA000088	XP_004923142.1
BGIBMGA013736	XP_012547618.1
BGIBMGA005388	XP_004932076.1
BGIBMGA000667	XP_012548888.1
BGIBMGA001294	XP_004928116.1
BGIBMGA003411	XP_004923085.1
BGIBMGA014313	XP_004933770.2
BGIBMGA003959	XP_012546046.1
BGIBMGA010647	XP_012545282.1
BGIBMGA001348	XP_004926779.1
BGIBMGA006607	XP_004930406.1
BGIBMGA013638	XP_012545113.1
BGIBMGA013274	XP_012552492.1
BGIBMGA013280	XP_012552165.1
BGIBMGA008928	XP_004931699.1
BGIBMGA002601	XP_004932376.1
BGIBMGA005488	NP_001040148.1
BGIBMGA014211	NP_001040158.1
BGIBMGA006424	NP_001182135.1
BGIBMGA002111	XP_004932813.1
BGIBMGA004197	XP_012544199.1
BGIBMGA011198	XP_012549825.1
BGIBMGA007460	XP_004926298.1
BGIBMGA007029	XP_012544430.1
BGIBMGA002986	XP_004931078.1
BGIBMGA008398	XP_004928156.1
BGIBMGA004101	XP_004922496.1
BGIBMGA005535	XP_012545989.1
BGIBMGA010787	XP_012551694.1
BGIBMGA001516	XP_004929642.1
BGIBMGA005266	NP_001266419.1
BGIBMGA000030	XP_004926128.2
BGIBMGA010886	XP_004924322.1
BGIBMGA013697	XP_012545990.1
BGIBMGA008370	XP_004928205.1
BGIBMGA007125	XP_004932568.1
BGIBMGA012606	XP_004926203.1
BGIBMGA002364	XP_004926747.1
BGIBMGA008960	XP_004931720.1
BGIBMGA003614	NP_001243914.1
BGIBMGA005177	NP_001037408.2
BGIBMGA001275	XP_004927967.1
BGIBMGA003909	XP_004926677.1
BGIBMGA002002	XP_004932845.1
BGIBMGA003407	XP_004923013.1
BGIBMGA011676	XP_012550394.1
BGIBMGA000647	XP_004929827.1
BGIBMGA000698	XP_012549061.1
BGIBMGA007131	XP_004932572.1
BGIBMGA011499	NP_001037189.1
BGIBMGA008193	XP_004923745.1
BGIBMGA006953	XP_012553012.1
BGIBMGA010922	XP_004924758.1
BGIBMGA000788	NP_001040467.1
BGIBMGA007406	XP_004923950.1
BGIBMGA000590	NP_001108476.1
BGIBMGA010943	NP_001040168.1
BGIBMGA013463	XP_004926597.1
BGIBMGA000473	XP_012550791.1
BGIBMGA000316	XP_004931900.1
BGIBMGA003778	XP_004925836.1
BGIBMGA003843	XP_012546079.1
BGIBMGA013604	XP_004925284.1
BGIBMGA013287	XP_012547060.1
BGIBMGA004348	XP_012552187.1
BGIBMGA011649	XP_012550528.1
BGIBMGA005660	XP_012545701.1
BGIBMGA001075	XP_012547210.1
BGIBMGA004075	XP_004922382.1
BGIBMGA010409	XP_004929461.1
BGIBMGA002125	XP_012551410.1
BGIBMGA001315	XP_012546651.1
BGIBMGA006060	XP_004929151.1
BGIBMGA009056	XP_012544317.1
BGIBMGA002463	NP_001095935.1
BGIBMGA000892	XP_004927932.1
BGIBMGA006997	XP_004932546.1
BGIBMGA010165	XP_012550322.1
BGIBMGA007818	XP_012547825.1
BGIBMGA000398	XP_012550794.1
BGIBMGA009209	NP_001266353.1
BGIBMGA012734	XP_004925913.1
BGIBMGA013516	XP_012545857.1
BGIBMGA003146	XP_004931062.1
BGIBMGA012960	XP_004928871.1
BGIBMGA010214	NP_001139703.1
BGIBMGA009201	XP_012546927.1
BGIBMGA009744	XP_004933271.1
BGIBMGA004853	XP_004923364.1
BGIBMGA006204	XP_004929389.1
BGIBMGA001789	XP_004922231.1
BGIBMGA003114	XP_004923859.1
BGIBMGA005989	XP_004929219.1
BGIBMGA013864	XP_012544257.1
BGIBMGA001713	XP_004922286.1
BGIBMGA007088	XP_004932607.1
BGIBMGA006362	XP_004930612.1
BGIBMGA008922	XP_004931714.1
BGIBMGA001399	NP_001040381.1
BGIBMGA000121	XP_004923117.1
BGIBMGA007184	XP_012544899.1
BGIBMGA004006	XP_004922433.1
BGIBMGA006754	NP_001040385.1
BGIBMGA012760	XP_012548135.1
BGIBMGA010771	XP_004933005.1
BGIBMGA001069	XP_004927995.2
BGIBMGA002169	XP_012544373.1
BGIBMGA014214	NP_001040431.1
BGIBMGA005802	NP_001166814.1
BGIBMGA006871	XP_004924891.1
BGIBMGA006462	NP_001037648.1
BGIBMGA010337	XP_004926542.1
BGIBMGA007154	XP_012544946.1
BGIBMGA008748	XP_004926703.1
BGIBMGA011123	XP_004925985.1
BGIBMGA006798	XP_012552169.1
BGIBMGA005406	XP_012550881.1
BGIBMGA007420	XP_012543939.1
BGIBMGA005095	XP_004921884.2
BGIBMGA002239	XP_012546828.1
BGIBMGA001305	XP_012547172.1
BGIBMGA009243	XP_012551723.1
BGIBMGA008434	XP_004928176.1
BGIBMGA007294	XP_004925873.1
BGIBMGA008863	XP_004931861.1
BGIBMGA009333	XP_012543853.1
BGIBMGA010940	XP_004924769.2
BGIBMGA004355	XP_012550903.1
BGIBMGA005827	XP_012543884.1
BGIBMGA008254	NP_001166747.1
BGIBMGA004920	XP_012544423.1
BGIBMGA013975	XP_004933542.1
BGIBMGA010231	NP_001166690.1
BGIBMGA013505	XP_004926238.1
BGIBMGA001310	XP_004927141.1
BGIBMGA000236	NP_001129356.1
BGIBMGA004207	NP_001165391.1
BGIBMGA007291	XP_004925905.1
BGIBMGA007779	XP_012547816.1
BGIBMGA010008	XP_004923308.1
BGIBMGA011873	XP_012550455.1
BGIBMGA012838	XP_004928924.1
BGIBMGA013789	XP_012553147.1
BGIBMGA006252	XP_012545409.1
BGIBMGA001891	NP_001153673.1
BGIBMGA012744	XP_004925916.1
BGIBMGA001027	XP_004927775.1
BGIBMGA012705	XP_004924799.1
BGIBMGA000630	XP_012548948.1
BGIBMGA006794	NP_001091820.2
BGIBMGA007437	XP_012543965.1
BGIBMGA001138	XP_012547326.1
BGIBMGA005053	XP_004921905.2
BGIBMGA005549	XP_012545710.1
BGIBMGA003979	XP_012550261.1
BGIBMGA000879	XP_004927954.1
BGIBMGA006212	XP_012548360.1
BGIBMGA000895	XP_004927926.1
BGIBMGA010330	XP_012546133.1
BGIBMGA000405	XP_012550769.1
BGIBMGA004086	XP_004932733.1
BGIBMGA011552	XP_004932669.1
BGIBMGA001558	XP_004929693.1
BGIBMGA012404	XP_012546961.1
BGIBMGA002879	XP_004921577.1
BGIBMGA011051	XP_012543769.1
BGIBMGA006865	XP_012544665.1
BGIBMGA011590	XP_004932768.2
BGIBMGA000346	NP_001166727.1
BGIBMGA001438	XP_004929654.1
BGIBMGA005764	XP_004923880.1
BGIBMGA008706	XP_004925775.1
BGIBMGA000519	XP_012549004.1
BGIBMGA005076	XP_004921806.1
BGIBMGA007204	XP_012544941.1
BGIBMGA010861	XP_012544235.1
BGIBMGA005411	XP_012546694.1
BGIBMGA004137	XP_012549735.1
BGIBMGA007448	XP_012545920.1
BGIBMGA007612	XP_004928709.1
BGIBMGA013977	XP_004933593.1
BGIBMGA002318	NP_001191410.1
BGIBMGA006729	XP_004930397.1
BGIBMGA002811	NP_001037048.1
BGIBMGA009918	XP_012553409.1
BGIBMGA006539	XP_004930682.1
BGIBMGA000965	XP_012547296.1
BGIBMGA002488	XP_012550114.1
BGIBMGA011862	XP_004931600.2
BGIBMGA009677	XP_012551892.1
BGIBMGA002544	XP_004931205.1
BGIBMGA006443	XP_004934257.1
BGIBMGA007876	XP_012547944.1
BGIBMGA002090	XP_012551538.1
BGIBMGA002036	XP_012551429.1
BGIBMGA012193	XP_012544997.1
BGIBMGA009471	XP_012552676.1
BGIBMGA001711	XP_012548350.1
BGIBMGA008714	XP_004925779.1
BGIBMGA008722	NP_001104825.1
BGIBMGA010826	XP_012551708.1
BGIBMGA012496	XP_004924025.1
BGIBMGA009945	XP_012546634.1
BGIBMGA003949	XP_004926408.1
BGIBMGA005798	XP_012543908.1
BGIBMGA007593	XP_012544502.1
BGIBMGA014152	XP_012545818.1
BGIBMGA001913	NP_001243674.1
BGIBMGA003825	XP_012546091.1
BGIBMGA000442	XP_012550804.1
BGIBMGA003620	XP_012549210.1
BGIBMGA012898	XP_012548264.1
BGIBMGA002160	XP_012544376.1
BGIBMGA001005	XP_012547239.1
BGIBMGA005631	NP_001166686.1
BGIBMGA014493	XP_012544604.1
BGIBMGA006796	XP_012552171.1
BGIBMGA000423	XP_012548244.1
BGIBMGA000137	XP_012552913.1
BGIBMGA000329	NP_001037490.1
BGIBMGA008013	XP_004922910.1
BGIBMGA012895	XP_012548152.1
BGIBMGA009346	XP_012543826.1
BGIBMGA013844	XP_004924371.1
BGIBMGA013801	XP_004923469.1
BGIBMGA010232	NP_001093082.1
BGIBMGA000722	NP_001040328.1
BGIBMGA012958	XP_012548242.1
BGIBMGA005334	XP_004932164.2
BGIBMGA012542	XP_012545040.1
BGIBMGA013000	XP_004928918.1
BGIBMGA006048	XP_012548494.1
BGIBMGA011693	XP_004931488.1
BGIBMGA012492	XP_012543994.1
BGIBMGA010124	XP_012550340.1
BGIBMGA009668	XP_012551826.1
BGIBMGA006611	XP_012549454.1
BGIBMGA003341	XP_004923018.1
BGIBMGA010893	NP_001127724.1
BGIBMGA005612	XP_012545428.1
BGIBMGA002766	XP_004927232.1
BGIBMGA010052	XP_004923317.1
BGIBMGA012158	XP_012544989.1
BGIBMGA004692	XP_004926517.1
BGIBMGA013822	XP_012544258.1
BGIBMGA010302	XP_012547033.1
BGIBMGA011376	XP_004930837.1
BGIBMGA002423	XP_004931147.1
BGIBMGA005450	XP_012551032.1
BGIBMGA010030	XP_004923280.1
BGIBMGA009172	XP_012546812.1
BGIBMGA001480	NP_001243938.1
BGIBMGA010014	XP_004923302.1
BGIBMGA010073	XP_012553035.1
BGIBMGA014491	XP_012552260.1
BGIBMGA014477	XP_004933672.1
BGIBMGA006795	NP_001037640.1
BGIBMGA005525	XP_004922018.1
BGIBMGA006715	NP_001091798.1
BGIBMGA006181	XP_012548354.1
BGIBMGA009777	XP_004933370.1
BGIBMGA010446	XP_004929435.1
BGIBMGA006133	XP_012548449.1
BGIBMGA011254	XP_012549831.1
BGIBMGA010151	XP_004931319.1
BGIBMGA004919	XP_004924544.1
BGIBMGA009924	XP_012553400.1
BGIBMGA000624	NP_001091843.1
BGIBMGA006070	XP_012548339.1
BGIBMGA000165	XP_012552892.1
BGIBMGA008616	XP_004927109.2
BGIBMGA006231	XP_004927681.2
BGIBMGA001741	XP_004922183.2
BGIBMGA004060	XP_012549466.1
BGIBMGA011689	XP_012550506.1
BGIBMGA008496	XP_012547487.1
BGIBMGA003939	NP_001036902.1
BGIBMGA009598	XP_004926333.1
BGIBMGA005648	XP_004921980.1
BGIBMGA005492	XP_012550929.1
BGIBMGA006117	XP_012548334.1
